gene
OBSCN
TRDN
LILRB4
PMFBP1
ZSCAN31
TRIM3
MAGEE1
LRRC26
MUC12
HIST1H2BF
SLC34A2
TTLL3
CYP11B1
GLYAT
SETBP1
OR4K15
CT47B1
AIM1L
QRICH2
MYO1G
ZNF444
KRT15
PRDM2
BCL2L13
FCER2
NEIL3
C9orf38
SEMA4G
ACADSB
PRRT2
ZNF285
HEPH
ANTXRL
SBK3
B4GALNT3
DIDO1
ETV7
HIST1H1C
REPIN1
IGLV2-23
IGKJ5
LILRB2
IGLV7-46
KRT77
SMTNL2
CACNA1H
IGKJ1
ADAMTS4
CLCN1
PAPL
C15orf62
TMEM25
DYSF
TOX
CTC-360G5.8
CASC3
WASF3
MRPL44
HSPG2
FLRT1
SLC25A6
TXNIP
RARRES2
CPSF6
TUBB4A
EPHB2
POM121
PDE6C
SIRPB2
TTC28
SDK1
CCDC141
RAPGEF3
MLK4
TAS1R2
CPS1
INADL
HOXB2
ANKRD24
FAM171B
ARHGDIB
OR7D4
SLC27A1
ARCN1
KRI1
SCN3B
TAF1C
AC115618.1
DONSON
TSPEAR
PHOSPHO1
FBRSL1
ZNF764
MAS1L
GPN1
IGHV1-46
IGLV3-21
SNAI3
EFCAB6
GOLGA6L2
KRTAP10-3
ATF5
KDM6B
F13A1
NAV2
SELO
MAGEB2
CLIC6
ICT1
UBE2J1
HRNR
C1orf105
NHSL1
PICALM
IGKV2-24
FAM25A
ATG9B
DDX60L
CRYGA
OVCA2
GLRA4
TRBV5-6
FAM71C
FLT4
VSX1
AGXT
ARID3B
AKAP13
CHD3
ELAC2
HIST1H1T
SEMA6A
CHD2
PRB4
SAMD4A
SNX27
TRBV5-4
ACOT1
ITGAE
IGHV3-30
LNX1
BPIFB6
TMPRSS9
VPS13B
IGLV9-49
NME9
CATSPERD
KDM5A
OR52A1
PITRM1
HTR1A
SYNGR2
FAM83H
CNBD1
ATP5J2-PTCD1	PTCD1
RARS2
PHACTR4
XPNPEP1
PROM2
IGLL1
ADAMTS16
AC116407.2
LURAP1L
OXER1
C8A
SLFN5
ANTXR1
ORM2
LUZP1
OR4C15
SUSD2
TUBA1C
NUDT17
WDR81
ZSCAN1
ABCC11
HLA-DPA1
HIP1
GOLGA8S
DFNA5
PIK3C2B
KRT14
HLA-DRB5
PDE4D
ZNF280A
IGLV3-16
AGAP1
NINL
MYO1A
LLGL2
PITPNM1
DSPP
AP000974.1
TIMD4
PARP8
ESRP1
COLEC12
SEPN1
CLIP4
PRED62
SERPINB3
ATP10B
TAS2R46
ZNF592
RBM15B
MAN2B2
ITGAL
SYTL1
ANKRD62
OCSTAMP
GALNT8
DZIP1
SH3GLB1
LINC00955
OR5AL1
ITGB5
OPN4
TAOK2
IFIT1B
BMS1
PEAK1
IGKV5-2
MUC20
DMBT1
KRT18
DNAH10
DYNC1H1
NLRP7
MPDZ
LPA
ZNF700
ZNF19
IGLV8-61
LY9
XDH
UROS
OR7G1
CETN3
KIF13A
KRT83
KCTD8
NEB
WHAMM
SLC37A1
TET2
TDRD12
HEATR4
NELL1
BOD1L1
CNOT11
RP11-167N24.6
FKBP9
RAB40A
CTBP2
SEC14L5
ANGPT2
SLC26A3
ANKLE1
RPL36A
CTD-3193O13.9
ULK3
EEFSEC
KRT85
LAMB2
NDUFA5
MUC4
IGHV3-73
ARHGAP6
SLC2A1
PRDM13
CCDC78
GRIN2A
GALNTL5
ZNF483
CACNA1A
GGN
FAM90A1
PPM1F
TRAJ47
MCM8
SRCIN1
ZNF737
SWI5
UGT2A1	UGT2A2
PSG2
DNAH9
TRIM49B
PREX1
ZFYVE28
PPEF2
GCAT
TMEM171
KIF17
CDC42EP2
CYP2C19
TRAJ19
ZNF57
ATOH1
BMP3
NUP160
ZPBP2
DGKZ
ZNF687
ZNF347
OSTC
CRB2
CGB7
CTD-2105E13.6	FAM71E2
IGHV1-24
CCDC81
NOS3
SLC44A3
FAM53B
CKMT1B
IGKV3-11
IGHJ5
C11orf96
UGT2B15
USP17L2
RUNX3
F8
CYP2D7P1
NKX2-3
TAS2R43
ABHD14A-ACY1	ACY1
MACROD2
NPEPL1
PRUNE
KRTAP4-9
WDR34
DUSP11
MSANTD2
CHMP4A	TM9SF1
NEURL4	RP11-542C16.2
DMD
TC2N
SMCO2
TMEM71
RP11-1167A19.2
TUBGCP5
SACS
IFNB1
AC005841.1
HEG1
CDH13
ZNF420
PCNXL2
MYH4
HIP1R
SLC18A3
GNAT2
DDX18
TLDC1
SRRM2
GPR150
TPR
IGHJ1
UQCC1
PSG9
NAT14
ULK1
SCRN3
AHNAK2
DMRT2
IGLV2-14
MYH10
KCNC3
HLA-DMB
RALGDS
ZNF516
PRRC2C
MRVI1
LGSN
FBXO11
NOTCH3
ACKR2
GOLGA6L1
RTL1
SLC6A3
FFAR2
PRH2
ZNF844
POTEC
RP13-996F3.5
RAX2
CDHR5
SPATA2L
STEAP1B
RPL27
A2ML1
IMP3
ALKBH7
MEX3B
LRFN4
EMR1
SCNM1
LRRC9
BLK
SLC8A3
DTHD1
DPEP1
PCDHGC5
OR8K3
LARS2
HOXC12
PKP2
NDUFAF4
ITGB7
MCM3AP
GLT6D1
SH3TC1
TNFRSF10D
IGDCC4
KLK4
OR10H1
BDH1
CES1
NPFFR2
SRSF6
HOMEZ
MIS18BP1
ESYT2
PDIA4
FAM182B
NIPAL2
EPB41L3
PIEZO1
OR4X2
FOXM1
ZNF646
OR4A5
DQX1
CGN
OR10X1
SPATA5
ADD1
ZNF587B
MFI2
TLR6
GATA5
ZNRF4
PCDHB15
TRIM35
COL18A1
HHATL
ZNF768
CD37
ING1
PABPC3
ABCB6
LRWD1
SFRP5
RBM12B
POTEG
DNAI1
TRAK1
IGLV4-69
MUC6
PLD1
LOR
DUX4L4
SPTAN1
CHD1L
AQP12B
TRPM5
GPANK1
HLA-DQB1
CYP2B6
IGHV3-11
PLCH2
MYH3
RBM19
SURF6
HKDC1
ZFP42
SPRED3
CDH23
OR56A4
LRRN2
FAM206A
SOGA1
BZRAP1
RLIM
KDM2B
TNN
ALDH1A3
SPTBN1
FLVCR2
ECI1
FBXO25
ADCK4
PIK3R6
COL6A3
CYP2C8
JAKMIP3
GHDC
CAPN15
MRPL42
KCNAB2
TPO
MAP3K9
CTD-2587H24.4	DNAAF3
AC010642.1
OR1A1
KIAA1549L
TIAM1
OR5H14
SULF2
TWF2
SKIV2L
SAMD11
PIEZO2
CASZ1
SORBS2
KRT6A
CELSR3
NFE2L3
RGPD3
TRIOBP
DNMT3B
ATP13A5
RAVER1
MXRA5
GABBR1
TTLL7
CLASRP
GLRA3
POLRMT
KIAA1217
KCNN3
PARVB
MYBPH
DUOX1
ANO8
TLR1
PTPRZ1
CELA3B
EPN3
CYP21A2
USP21
CHRM4
FLNB
NTN5
SNED1
ANGPTL2
INMT
LRRC8E
IGLV1-44
LAMA1
RAET1L
FCGR3A
HELZ2
SH3RF2
IGHV3-33
SLC4A3
RGPD2
TRBV6-7
SCN1B
DFNB59
FXYD5
MED16
TCHH
ADAMTS7
MS4A18
CES5A
FAM71A
LRRFIP1
CD93
ZNF134
RPTOR
ZNF418
C6orf10
PRDM16
AC092964.1
GPD1
ADAM12
MRO
VWDE
S100PBP
TIGD7
SIX2
FRG1
TFG
RBL1
AKAP3
E2F3
KNCN
PSD4
EPHB6
ABLIM3
ITFG3
ADAMTS18
LAMB3
FGD2
SYCE1L
IGHD6-13
C11orf89
TRPM2
IQGAP2
FBXO24
PAGE3
ARFGAP2
ATP5S
ZNF443
LRRC56
CNTNAP2
TOP2A
AC026740.1
MOG
AMOTL2
TRIM62
ABCB1
VCAN
BPIFB1
TBC1D22A
OR52I2
MDN1
MMACHC
SLC22A4
MYO15B
CCND3
OR4C46
PKMYT1
WFDC13
HOXA13
POLN
FBF1
PPP1R26
ZHX2
RNASET2
FMNL1
POLR2M
PCDHA8
NEIL2
OR4C5
FBRS
MAP1S
CDK11A
CAPN12
SNTG2
APOPT1	RP11-73M18.2
PRG4
OTOF
MYT1L
CSMD1
HIST1H3G
POLG
KMT2B
DUSP13
KIAA2026
HOXD12
ZEB1
SPAG7
DPYSL2
FREM3
CCDC88B
CCDC115
C19orf25
SLFN12L
ALK
SLC5A8
TRAV26-2
C22orf26
CYP2A6
CCDC148
GOLGA8H
SLC10A1
LCA5L
IL3RA
USP7
TRBV7-6
PDLIM7
POLD1
DMKN
WDR90
PPP1R37
POLM
MUC5B
CDRT15
TBXA2R
ANKRD30A
CSHL1
PYCARD
ADAM33
WDFY4
GPR142
C6
TXNDC2
METTL7B
EMR2
AP3M2
FAU
ATG4B
TRIM40
CHRNE
HAGHL
GFOD1
CSF1
MLPH
PRAMEF4
CCDC108
GALNT11
TAS2R19
GABRR1
TMEM216
APOL3
ZBTB16
NOL9
PTCHD3
MATN2
FOXJ2
TENM3
SIRPB1
LAMC3
ADAM15
AL355531.2
AIPL1
GBX1
IGHV4-4
IGHV3-23
IGHV4-34
OR6C3
MTUS1
IGKV1-16
IGKV1D-43
OTOP1
BEST1
HRCT1
APOD
ABCA7
RGPD4
CCDC65
BCMO1
NLRP5
GGCX
ECEL1
SHANK3
DEFB1
ANKRD65
CYP20A1
CNOT3
VN1R4
ZNF551
SKOR2
SPATA21
TRIM51
C1QTNF1
SHARPIN
MRPS7
ZNF623
CEP68
HEATR5A
MAPK8IP2
NBPF20
AGL
CNGB1
CHUK
CNTN5
CRYAA
DNAJC15
KLK6
KRTAP10-7
PTPRD
WDR62
TTC21B
MUC3A
IGLV1-47
SERPINB10
C6orf132
IGKJ4
ANP32E
CCDC67
THADA
AGO1
ZNF236
IGHV3-20
COL24A1
CNTN1
PCDHGA6
UHRF1BP1
CRNN
FCRLA
FANCA
PNLIPRP2
GOLGA6A
PGLYRP2
CATSPERB
B3GNT2
ABCA4
JARID2
CORIN
NAALADL1
TGFB1
LILRB1
ZFHX2
ZSCAN5D
CHST15
SLC16A14
AEBP2
OR2D2
ITIH1
AC097381.1
AP001055.1
MEPE
HLA-DOB	TAP2
INCENP
CCM2L
OLFM4
UBE2S
TEKT4
MRGPRG
IGHV3-43
ABCA2
RBM20
ASPG
ADAMTS2
PIGO
TG
GPLD1
KIAA1549
DYNC2H1
SIRT3
LILRA4
NBPF10
EID2
SIPA1L3
PHAX
PRR21
SNUPN
SALL4
INO80E
OR8G1	OR8G5
RECQL4
POM121L2
GREB1
IGHM
SRMS
HEATR1
TEX35
TTBK1
PTPLA
DHX35
DPCR1
ACTL9
PPP1R14A
PTGFR
ZNF568
DIRC3
NR1H2
GRIN2C
PIF1
PTPN23
DCT
POLQ
ZNF467
HYDIN
RYR3
TRAT1
TTF1
AL359091.2
DPF3
MROH7	MROH7-TTC4
KIAA1328
MZF1
AC004899.1
BBS12
IRS1
CC2D1A
KRTAP16-1
SLC26A4
IGKV1-17
PARP12
XIRP2
PLEKHA5
TMEM128
IGHV4-28
LRRC45
APOBEC3F
C6orf89
SPN
RBPMS2
C6orf203
SIGLEC15
TACC2
OR5K1
SPICE1
SALL1
AKR1E2
ZBTB39
KRTAP5-1
STK16
TMEM214
HLA-DQA1
SMAP2
IGHV7-81
MKRN1
MROH6
CETP
MCF2
MARCH4
MYO18B
CMYA5
ALMS1
OR51V1
IGHV3-64
IGHV2-70
UFL1
SLC19A1
CELSR1
CC2D2A
TOX2
EPS15
ZNF469
IGHG1
TNC
COL14A1
EPPK1
POLR3A
PLIN3
AC110771.1
PSG1
KRTAP9-2
SESN2
R3HCC1
ZNF497
SPATA18
PLEKHG3
CREB5
TIMM44
RIN3
TPST2
SGCE
NBPF3
NUP214
SLC39A2
CBX2
RARA
APOBR
TTYH3
TRAF3IP1
MEGF6
CLN6
CEACAM21
IGLV4-60
IGLV3-10
IGLV3-9
DRD4
SYNE2
SSC5D
ZNF90
TPTE
FCN1
POLR2A
APLP1
PCDHB13
FOXH1
NHLRC1
RBM43
ACMSD
SPRR2D
PRAMEF12
OR8B8
TMEM161A
NPIPA5
ZNF544
MKI67
COL4A6
AVIL
SLC2A4
OR1N1
NOTCH4
ENOX1
IRF2BP2
MED30
PRR25
IPPK
LILRB5
DAW1
RC3H2
OR5L2
EIF5AL1
ZNF195
LPHN3
ESPNL
ENOSF1
IGHD3-22
HPS5
RWDD2A
PRSS36
PRKAG3
ARMC9
DISC1
CLCA1
RAD51AP1
AL390778.1
DPY19L3
TMEM62
LTF
ABCC10
CARD14
DDHD2
NKG7
RSF1
AKAP12
AGAP3
PTGER3
EPHA6
NOC4L
SYCP1
STOX2
CASP12
GOSR2
LAMB4
ZNF543
CHRNB4
DENND2A
JMJD8
FOXP1
AGAP6
CEP112
SREBF2
SLC6A20
ZNF772
GOT1L1
PRMT8
DEDD2
PALLD
TRBV5-5
BAIAP2L2
PATE1
ZNF430
TELO2
IGKV3-20
PRPH2
CARD17
SEMA5B
IGHV1-69
C19orf57
TRBV7-7
KCNA2
PAOX	RP11-108K14.8
PCDH17
TGM3
FLRT3
PTPRQ
FNDC7
PKHD1L1
BFAR
HTR2B
MLN
MLIP
RGS22
PLXNA4
TIAM2
KRTAP4-8
HAUS3
OR2M3
TMPRSS13
MTDH
RP11-434D12.1
ZNF217
TRIM50
DPCD
TONSL
PHLDB3
CD109
DHX34
COL28A1
DDX51
CTRC
PSMD6
KIFC2
IGHV3-49
IGLV3-19
OR6C4
C16orf46
WAPAL
HNRNPCL1
IGHV4-59
IGHV3-66
PRSS22
IGKV1-12
PSD3
BCLAF1
HINT2
CACNA1S
TMPRSS15
PSME4
NPTX1
EME2
OTOP2
CCDC144NL
PRM1
CCDC57
ENPP1
AC129492.6
MAP3K15
NRBF2
GYPA
UFSP2
KRTAP10-9
VCX
PRODH2
CDON
SELPLG
OR5H6
PER1
ZNF232
CEBPD
FAM131C
SLC25A5
IGF2BP3
SNPH
TBC1D5
SPEG
ROBO3
MYL6
PCDHA1
DRD2
ENDOU
DOCK10
GALNT5
IGHV5-51
KIAA0391
KRTAP10-4
LILRA1
HTR1B
WWOX
KIAA1324
IRF2BPL
AC062017.1
ACRC
ZNF782
SPRR1A
PACRG
ZXDC
KRT5
PKD1L2
ABCG5
C12orf40
ABCB5
RNF213
UBASH3B
USP4
MNX1
GPR97
IGHD6-25
BCR
PPIAL4G
MARCH8
ZNF611
C1orf65
ZNF71
KRT16
PPFIBP1
NPAS3
TSHZ1
GPR124
SHPK
DGCR6
LAMA5
TRIP11
P4HA3
ITPR1
GPR35
IP6K3
ZFYVE26
TUBGCP6
RFPL1
CPZ
ZNF138
CHGA
MCMDC2
CHI3L2
ENPP7
CTC1
EDNRB
TOP1MT
EDC4
GH1
HLA-C
OPN1LW
RRP36
ABHD16A
BMP8B
AP3B1
SPHK1
CNTNAP3B
CD3E
IGKV3-15
PUSL1
PLG
KBTBD11
MAST2
NNT
SLC35E2B
ZNF721
VWA7
RAB44
CCDC33
TMEM177
MYL5
LEMD2
HMGCLL1
TCERG1
EHD1
TRIP10
TET1
PLEKHG6
C5orf34
PLD5
RPUSD4
KCNQ2
ZNF302
IGKV4-1
HLA-DQA2
PPID
IGLV3-12
KIAA1755
ARHGAP8	PRR5-ARHGAP8
MUC21
AQPEP
PRDM9
PRAMEF2
IL18R1
SPHKAP
RP1
CLHC1
FUT6
LCE1D
ZNF28
MOCS1
SH2D3C
AP001468.1
TACC3
NCOA6
TSGA10IP
RPH3A
PANK4
GAD1
HMHA1
WDR87
SLC2A10
OSBPL10
AP3D1
PDZD8
PAFAH2
ZNF839
GIMAP6
EXOG
PADI1
MTX1
RP11-276H1.3
BCL7B
MSR1
ARSH
ABCC2
KRTAP4-3
HLCS
OR4A8P
RP1L1
MX2
DNAH8
SFTPC
OR1E1
ADAD2
C6orf222
CST2
HUS1B
UMOD
IGLON5
FAM221A
XKR7
HRC
MUC19
NRROS
ROPN1L
SLCO2B1
SLC38A8
ZNF493
PPM1H
AC002365.1
TACR2
CBFA2T2
C9orf131
MOGAT1
OR8U1
CDH11
THBS4
TSPAN10
MBOAT1
FAM160A2
FHOD1
IPCEF1	OPRM1
PDPN
RIPK4
CORO1B
VIL1
SHPK	TRPV1
SCN7A
FLJ27365
ALOX5AP
IGLV1-36
IGHV3-9
SLC36A1
SLC13A1
CEACAM19
FLG
PKDREJ
SEMA4F
DGKQ
IGHG4
RHOJ
SOHLH1
SPATA6
APOBEC1
KPNB1
AFF1
SNAP47
ATP6AP2
GTPBP6
PCDHB3
ESX1
COL1A1
PLSCR4
PARP1
ZNF99
PCDHB16
CYTIP
PEX14
WNK2
NCOR2
KRT73
IGHD2-2
SPSB4
AL589739.1
SLC12A7
BAI2
IMPG1
TGM7
ISX
MYCBP2
GPR98
STARD9
GSTA2
GUK1
KLC4
LYPLA1
ZNF417
DNAH17
SF3A3
IFT74
SERPIND1
ITSN1
PCDHGA3
IGHV3-15
PCDHA9
ZIC4
GPRIN2
ANKRD7
KLHDC4
SEMA6B
PNPLA7
TMEM159
PRIMA1
ARL14EPL
AACS
PI4KA
IGLC7
NCK1
FAM179A
IGLJ2
PYGB
ZFHX4
FAT3
TMEM209
PYROXD2
HIST1H2BD
SH3RF3
METTL16
NLRC3
ALPPL2
C9orf135
DNHD1
AF196779.12	PRAF2	WDR45
MRPS18B
TTI2
POLI
H1FOO
MAP2K6
LY6E
VSIG1
SH3KBP1
DCPS
GPN3
PIGR
IGHJ4
OTOG
TXNDC8
IGHV3-74
MMP1
TRIM71
CHST2
ABCB10
CYP26C1
MAP3K6
HRH3
SEZ6
MSLNL
L1CAM
SH3BP1
KIF1A
SGOL1
DNAH12
NOS2
FMNL2
ANK3
IGLJ1	IGLL5
SLC10A5
ZXDB
DMRTA1
TBC1D23
SLC25A30
CYP2D6
RSAD1
OR10C1
PRIM2
OR3A1
AFAP1
DOCK5
GLOD4
KCNG4
CECR5
PLEC
EXO1
OR8G5
LCT
PRRT4
TTLL5
NTN3
SPANXD
AC093677.1
TEX11
GPD2
TAPBPL
CDC42EP5
FAM92A1
KRTAP1-1
C9orf66
ADAMTS19
PSG11
COL4A1
MYO5B
TTC7A
ANKRD36C
AC002472.13
IGLV2-18
AOAH
APOBEC3D
HGS
ZNF124
ZNF658
COL15A1
C15orf38	C15orf38-AP3S2
ENOPH1
EML3
MFSD12
RP11-467N20.5
DTNA
KRTAP10-2
NFAT5
GARS
CSF2RB
C8B
DPH5
SALL3
KRTAP4-6
ACSF3
PEMT
CEP44
ZNF786
RRS1
NRAP
FBN3
KRT3
OR1K1
SIK2
MFSD5
HLA-DQB2
ADRM1
IGHV3-7
APPL2
PRR23C
DUSP27
HPS1
ZNF708
RP11-1055B8.7
C1orf116
NPLOC4
ESYT3
OSBPL6
ATXN1
IQCF6
PTPRO
ZNF83
PARP4
IGKV1-27
SYCP2L
TAPT1
EFHC1
ADAMTS8
KRTAP4-12
ZNF513
ONECUT3
LRIT3
THBS2
ECT2L
TAS2R30
ZAN
HOXD9
GRM6
PARP3
AC136604.1
WWC2
SSB
TBX6
TRBV5-7
TRIML1
IGHD6-6
RANGAP1
NPVF
TCEAL5
ATP9B
C9orf142
CCDC64B
IGKV1-5
SRRM4
ADAT1
CLTCL1
UTRN
TMTC2
IGFBP4
